YopCode,Name,Faculty,DepartmentName,Language,City,UniversityType,Price,EducationType,Quota2022,Quota2021,Quota2020,Quota2019,Fullness,Settled2022,Settled2021,Settled2020,Settled2019,MinimumSuccessRank2022,MinimumSuccessRank2021,MinimumSuccessRank2020,MinimumSuccessRank2019,MinimumPoint2022,MinimumPoint2021,MinimumPoint2020,MinimumPoint2019
"203910187","KOÇ ÜNİVERSİTESİ","İnsani Bilimler ve Edebiyat Fakültesi","Tarih","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","4+0","6+0","6+0","6+0","Doldu","4","6","6","6","169","180","497","265","503,67772","472,23840","482,65866","491,59085"
"203910018","KOÇ ÜNİVERSİTESİ","İnsani Bilimler ve Edebiyat Fakültesi","Arkeoloji ve Sanat Tarihi","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","3+0","7+0","7+0","7+0","Doldu","3","7","7","7","216","451","1.100","553","499,92336","450,82298","461,98989","475,68854"
"202210329","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","İlahiyat Fakültesi","İlahiyat","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","8+0","6+0","5+0","3+0","Doldu","8","6","5","3","251","18","81","110","497,87942","512,30958","516,51507","508,94714"
"203910724","KOÇ ÜNİVERSİTESİ","İnsani Bilimler ve Edebiyat Fakültesi","Medya ve Görsel Sanatlar","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","11+0","9+0","9+0","6+0","Doldu","11","9","9","6","259","342","320","487","497,30340","457,26730","492,39837","478,03931"
"204890044","ÖZYEĞİN ÜNİVERSİTESİ","Mimarlık ve Tasarım Fakültesi","İletişim ve Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","5+0","5+0","2+0","Doldu","5","5","5","2","323","619","790","537","494,09368","442,52335","471,41355","476,12801"
"204810988","ÖZYEĞİN ÜNİVERSİTESİ","Uygulamalı Bilimler Yüksekokulu","Gastronomi ve Mutfak Sanatları (Yüksekokul)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","9+0","9+0","9+0","5+0","Doldu","9","9","9","5","446","770","1.170","868","488,87597","436,67412","460,30923","465,04208"
"102210198","BOĞAZİÇİ ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Tarih","(İngilizce) (4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","70+2","70+2","60+2","60+2","Doldu","72","72","62","62","812","716","849","669","476,00044","438,16504","469,39477","471,05048"
"206110283","YEDİTEPE ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Tarih","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","4+0","4+0","4+0","3+0","Doldu","4","4","4","3","858","733","1.230","491","474,62920","437,76862","458,48568","477,99074"
"202190187","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","Güzel Sanatlar Tasarım ve Mimarlık Fakültesi","İletişim ve Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","11+0","11+0","11+0","7+0","Doldu","11","11","11","7","859","806","1.600","718","474,62517","435,35242","451,10135","469,32368"
"104010113","GALATASARAY ÜNİVERSİTESİ","İletişim Fakültesi","İletişim","(Fransızca) (4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","30+1","30+1","30+1","30+1","Doldu","31","31","31","31","936","883","1.150","870","472,85155","433,06333","460,83237","465,03124"
"205410026","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Tarih","(Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","3+0","3+0","3+0","3+0","Doldu","3","3","3","3","980","771","933","997","471,91666","436,52292","466,23400","461,87422"
"206111642","YEDİTEPE ÜNİVERSİTESİ","İletişim Fakültesi","Görsel İletişim Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","9+0","9+0","9+0","6+0","Doldu","9","9","9","6","1.164","1.377","2.350","1.348","468,04261","421,32483","440,78638","454,66795"
"206111845","YEDİTEPE ÜNİVERSİTESİ","Güzel Sanatlar Fakültesi","Gastronomi ve Mutfak Sanatları (Fakülte)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","10+0","11+0","11+0","7+0","Doldu","10","11","11","7","1.168","1.219","1.560","959","467,89386","424,55115","451,96613","462,85239"
"102210205","BOĞAZİÇİ ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Türk Dili ve Edebiyatı","(İngilizce) (4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","70+2","70+2","60+2","60+2","Doldu","72","72","62","62","1.279","1.425","1.590","1.185","465,86069","420,28489","451,35193","457,85569"
"208610103","İBN HALDUN ÜNİVERSİTESİ","İnsan ve Toplum Bilimleri Fakültesi","Tarih","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","10+0","12+0","14+0","12+0","Doldu","10","12","14","12","1.331","3.995","3.630","2.577","465,03939","396,07929","430,02452","440,01551"
"205410035","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Türk Dili ve Edebiyatı","(Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","3+0","3+0","3+0","3+0","Doldu","3","3","3","3","1.514","839","1.460","1.177","462,50449","434,30958","453,84494","457,98843"
"202510149","İSTANBUL BİLGİ ÜNİVERSİTESİ","Sosyal ve Beşeri Bilimler Fakültesi","Tarih","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","4+0","4+0","7+0","3+0","Doldu","4","4","7","3","1.532","1.687","2.970","1.521","462,27842","415,76087","434,69452","451,80839"
"206110308","YEDİTEPE ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Türk Dili ve Edebiyatı","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","4+0","5+0","6+0","4+0","Doldu","4","5","6","4","1.567","1.828","1.620","1.068","461,75125","413,82935","450,88622","460,16781"
"202210046","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","Edebiyat Fakültesi","Tarih","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","5+0","5+0","3+0","Doldu","5","5","5","3","1.578","1.786","2.240","1.424","461,60859","414,49529","442,10352","453,19302"
"203711618","KADİR HAS ÜNİVERSİTESİ","İletişim Fakültesi","Reklamcılık","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","6+0","5+0","5+0","4+0","Doldu","6","5","5","4","1.582","2.974","4.890","5.224","461,58034","402,44063","422,48577","424,16603"
"206110556","YEDİTEPE ÜNİVERSİTESİ","İletişim Fakültesi","Radyo, Televizyon ve Sinema","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","10+0","10+0","11+0","8+0","Doldu","10","10","11","8","1.584","2.279","2.310","1.305","461,56600","408,65581","441,23889","455,49173"
"205410892","TOBB EKONOMİ VE TEKNOLOJİ ÜNİVERSİTESİ","Mimarlık ve Tasarım Fakültesi","Görsel İletişim Tasarımı","(Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","6+0","6+0","6+0","4+0","Doldu","6","6","6","4","1.611","1.534","2.890","937","461,10794","418,23226","435,36176","463,37267"
"200590167","BAHÇEŞEHİR ÜNİVERSİTESİ","İletişim Fakültesi","İletişim ve Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","7+0","6+0","6+0","4+0","Doldu","7","6","6","4","1.624","946","2.190","1.947","460,96281","431,49486","442,90551","446,12018"
"203590149","İZMİR EKONOMİ ÜNİVERSİTESİ","Uygulamalı Yönetim Bilimleri Yüksekokulu","Gastronomi ve Mutfak Sanatları (Yüksekokul)","(İngilizce) (Burslu) (4 Yıllık)","İZMİR","Vakıf","Burslu","Örgün","7+0","7+0","7+0","4+0","Doldu","7","7","7","4","1.884","2.326","4.270","6.410","457,57094","408,17977","425,77266","419,60447"
"203711548","KADİR HAS ÜNİVERSİTESİ","İletişim Fakültesi","Görsel İletişim Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","6+0","5+0","5+0","3+0","Doldu","6","5","5","3","2.060","2.265","3.630","1.891","455,33564","408,83438","429,99497","446,58491"
"206110574","YEDİTEPE ÜNİVERSİTESİ","İletişim Fakültesi","Reklam Tasarımı ve İletişimi","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","9+0","8+0","9+0","5+0","Doldu","9","8","9","5","2.068","2.331","2.900","1.973","455,19330","408,09837","435,32653","445,82746"
"102210083","BOĞAZİÇİ ÜNİVERSİTESİ","Eğitim Fakültesi","Okul Öncesi Öğretmenliği","(İngilizce) (4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","50+2","60+2","60+2","60+2","Doldu","52","62","62","62","2.080","2.011","2.440","2.161","455,01469","411,71485","439,58314","443,84057"
"206190340","YEDİTEPE ÜNİVERSİTESİ","Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","5+0","5+0","5+0","Doldu","5","5","5","5","2.114","1.274","1.850","3.170","454,65856","423,44681","447,18513","435,57987"
"108410196","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","Fen-Edebiyat Fakültesi","Tarih","(İngilizce) (4 Yıllık)","ANKARA","Devlet","Ücretsiz","Örgün","70+2","70+2","70+2","60+2","Doldu","72","72","72","62","2.239","2.243","2.880","1.885","453,37757","409,09744","435,43858","446,68302"
"200590190","BAHÇEŞEHİR ÜNİVERSİTESİ","Uygulamalı Bilimler Yüksekokulu","Gastronomi ve Mutfak Sanatları (Yüksekokul)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","7+0","6+0","---","---","Doldu","7","6","---","---","2.241","1.728","---","---","453,34897","415,25981","---","---"
"200510261","BAHÇEŞEHİR ÜNİVERSİTESİ","İletişim Fakültesi","Yeni Medya (Fakülte)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","8+0","7+0","7+0","5+0","Doldu","8","7","7","5","2.307","2.304","3.610","2.550","452,72841","408,42426","430,13075","440,24139"
"206110511","YEDİTEPE ÜNİVERSİTESİ","İletişim Fakültesi","Gazetecilik","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","3+0","3+0","4+0","2+0","Doldu","3","3","4","2","2.410","1.060","1.830","733","451,68768","428,26260","447,47637","469,03017"
"202210064","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","Edebiyat Fakültesi","Türk Dili ve Edebiyatı","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","5+0","5+0","3+0","Doldu","5","5","5","3","2.443","3.550","8.760","1.447","451,40067","398,64778","408,45424","452,87005"
"203710735","KADİR HAS ÜNİVERSİTESİ","İletişim Fakültesi","Yeni Medya (Fakülte)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","6+0","5+0","5+0","4+0","Doldu","6","5","5","4","2.504","2.578","5.030","4.515","450,89090","405,66713","421,72586","427,37441"
"200510225","BAHÇEŞEHİR ÜNİVERSİTESİ","İletişim Fakültesi","Sinema ve Televizyon","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","7+0","7+0","7+0","7+0","Doldu","7","7","7","7","2.537","1.874","2.660","1.511","450,62833","413,10729","437,39370","451,91369"
"203711584","KADİR HAS ÜNİVERSİTESİ","İletişim Fakültesi","Radyo, Televizyon ve Sinema","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","6+0","5+0","5+0","4+0","Doldu","6","5","5","4","2.645","2.447","2.030","1.986","449,71274","407,04145","444,62504","445,64808"
"206110538","YEDİTEPE ÜNİVERSİTESİ","İletişim Fakültesi","Halkla İlişkiler ve Tanıtım","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","9+0","9+0","9+0","6+0","Doldu","9","9","9","6","2.751","1.859","2.140","1.706","448,92763","413,28925","443,43746","449,01188"
"203711503","KADİR HAS ÜNİVERSİTESİ","İletişim Fakültesi","Halkla İlişkiler ve Tanıtım","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","3+0","3+0","5+0","3+0","Doldu","3","3","5","3","2.772","4.005","7.040","5.587","448,72646","395,97978","413,72251","422,68145"
"202512278","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Görsel İletişim Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","10+0","9+0","8+0","4+0","Doldu","10","9","8","4","2.839","2.277","4.080","1.693","448,20283","408,71025","426,99176","449,22240"
"202512269","İSTANBUL BİLGİ ÜNİVERSİTESİ","Uygulamalı Bilimler Fakültesi","Gastronomi ve Mutfak Sanatları (Fakülte)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","8+0","7+0","7+0","4+0","Doldu","8","7","7","4","2.993","2.115","2.410","1.949","446,99508","410,43117","440,03885","446,09815"
"202590235","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Radyo, Televizyon ve Sinema","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","10+0","9+0","9+0","5+0","Doldu","10","9","9","5","3.139","2.758","1.990","1.399","445,87927","404,12917","445,10784","453,67311"
"202210330","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","İlahiyat Fakültesi","İlahiyat","(%50 İndirimli) (4 Yıllık)","İSTANBUL","Vakıf","%50 İndirimli","Örgün","42+0","34+0","30+0","27+0","Doldu","42","34","30","27","3.270","845","1.620","1.864","444,88931","434,26472","450,78736","446,97446"
"108410099","ORTA DOĞU TEKNİK ÜNİVERSİTESİ","Eğitim Fakültesi","Okul Öncesi Öğretmenliği","(İngilizce) (4 Yıllık)","ANKARA","Devlet","Ücretsiz","Örgün","50+2","60+2","60+2","50+2","Doldu","52","62","62","52","3.321","3.446","3.430","3.050","444,55956","399,32650","431,29862","436,44137"
"104811033","HACETTEPE ÜNİVERSİTESİ","Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(4 Yıllık)","ANKARA","Devlet","Ücretsiz","Örgün","60+2","60+2","60+2","60+2","Doldu","62","62","62","62","3.372","2.282","2.840","2.988","444,23147","408,60672","435,86352","436,82388"
"200510191","BAHÇEŞEHİR ÜNİVERSİTESİ","İletişim Fakültesi","Reklamcılık","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","8+0","8+0","8+0","6+0","Doldu","8","8","8","6","3.516","3.685","4.140","2.623","443,33975","397,88486","426,58416","439,65618"
"200590173","BAHÇEŞEHİR ÜNİVERSİTESİ","İletişim Fakültesi","Halkla İlişkiler ve Tanıtım","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","8+0","7+0","7+0","6+0","Doldu","8","7","7","6","3.611","2.706","5.470","2.907","442,62915","404,62003","419,92980","437,43398"
"202590233","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Yeni Medya ve İletişim","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","12+0","10+0","10+0","6+0","Doldu","12","10","10","6","3.676","2.498","3.190","1.451","442,26265","406,47035","433,11564","452,76359"
"200511153","BAHÇEŞEHİR ÜNİVERSİTESİ","Eğitim Bilimleri Fakültesi","Okul Öncesi Öğretmenliği","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","3+0","3+0","3+0","3+0","Doldu","3","3","3","3","3.711","2.707","2.840","2.311","442,03582","404,61800","435,85435","442,41598"
"202210333","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","Eğitim Fakültesi","Okul Öncesi Öğretmenliği","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","7+0","6+0","6+0","---","Doldu","7","6","6","---","3.820","2.226","5.930","---","441,40423","409,37179","418,00509","---"
"206011228","YAŞAR ÜNİVERSİTESİ","Uygulamalı Bilimler Yüksekokulu","Gastronomi ve Mutfak Sanatları (Yüksekokul)","(Burslu) (4 Yıllık)","İZMİR","Vakıf","Burslu","Örgün","8+0","8+0","8+0","6+0","Doldu","8","8","8","6","4.174","5.563","9.600","9.508","439,45613","388,56916","406,21051","410,56088"
"202510449","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Reklamcılık","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","14+0","13+0","13+0","8+0","Doldu","14","13","13","8","4.197","3.988","4.740","2.306","439,31877","396,10765","423,31296","442,48033"
"203510473","İZMİR EKONOMİ ÜNİVERSİTESİ","Güzel Sanatlar ve Tasarım Fakültesi","Görsel İletişim Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","İZMİR","Vakıf","Burslu","Örgün","5+0","5+0","5+0","3+0","Doldu","5","5","5","3","4.227","3.835","6.380","2.463","439,14842","397,02081","416,12280","441,12879"
"200612265","BAŞKENT ÜNİVERSİTESİ","Güzel Sanatlar Tasarım ve Mimarlık Fakültesi","Gastronomi ve Mutfak Sanatları (Fakülte)","(Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","9+0","9+0","9+0","5+0","Doldu","9","9","9","5","4.267","4.186","3.820","2.211","438,89970","395,01832","428,64008","443,42850"
"109610119","TÜRK-ALMAN ÜNİVERSİTESİ","Kültür ve Sosyal Bilimler Fakültesi","Kültür ve İletişim Bilimleri","(4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","37+1","37+1","37+1","37+1","Doldu","38","38","38","38","4.369","4.416","6.170","10.698","438,37351","393,86994","417,00521","407,82087"
"208450803","İSTİNYE ÜNİVERSİTESİ","Güzel Sanatlar Tasarım ve Mimarlık Fakültesi","Gastronomi ve Mutfak Sanatları (Fakülte)","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","6+0","---","---","Doldu","5","6","---","---","4.389","6.188","---","---","438,26246","386,06078","---","---"
"206710460","TED ÜNİVERSİTESİ","Mimarlık ve Tasarım Fakültesi","Görsel İletişim Tasarımı","(İngilizce) (Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","6+0","6+0","---","---","Doldu","6","6","---","---","4.515","10.015","---","---","437,57186","374,74079","---","---"
"208610033","İBN HALDUN ÜNİVERSİTESİ","İslami İlimler Fakültesi","İslami İlimler","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","20+0","20+0","22+0","22+0","Doldu","20","20","22","22","4.713","8.478","1.890","2.647","436,62474","378,77934","446,55529","439,41436"
"208610114","İBN HALDUN ÜNİVERSİTESİ","İletişim Fakültesi","Yeni Medya ve İletişim","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","14+0","14+0","14+0","12+0","Doldu","14","14","14","12","4.783","10.799","3.690","3.887","436,28029","372,86955","429,64014","430,58812"
"202512321","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","İletişim Tasarımı ve Yönetimi","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","9+0","8+0","8+0","4+0","Doldu","9","8","8","4","4.863","3.467","5.750","2.259","435,91319","399,15197","418,73265","442,93824"
"206190342","YEDİTEPE ÜNİVERSİTESİ","Güzel Sanatlar Fakültesi","Sanat ve Kültür Yönetimi","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","10+0","3+0","3+0","5+0","Doldu","10","3","3","5","4.988","2.784","2.270","2.858","435,36886","403,90312","441,60284","437,79287"
"202510501","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Televizyon Haberciliği ve Programcılığı","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","7+0","7+0","4+0","Doldu","5","7","7","4","5.147","5.792","6.480","2.708","434,59529","387,57701","415,70684","438,93907"
"203590170","İZMİR EKONOMİ ÜNİVERSİTESİ","İletişim Fakültesi","Yeni Medya ve İletişim","(İngilizce) (Burslu) (4 Yıllık)","İZMİR","Vakıf","Burslu","Örgün","5+0","4+0","4+0","4+0","Doldu","5","4","4","4","5.190","5.872","7.540","3.795","434,46456","387,26669","412,01751","431,18392"
"103410915","EGE ÜNİVERSİTESİ","Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(4 Yıllık)","İZMİR","Devlet","Ücretsiz","Örgün","60+2","60+2","60+2","60+2","Doldu","62","62","62","62","5.203","4.114","5.300","6.071","434,40226","395,39405","420,66933","420,86986"
"200690376","BAŞKENT ÜNİVERSİTESİ","Güzel Sanatlar Tasarım ve Mimarlık Fakültesi","Görsel İletişim Tasarımı","(Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","4+0","4+0","4+0","2+0","Doldu","4","4","4","2","5.387","6.836","27.700","2.689","433,61782","383,86555","377,38726","439,12718"
"202510467","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Sanat ve Kültür Yönetimi","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","5+0","7+0","4+0","Doldu","5","5","7","4","5.388","6.110","7.060","3.083","433,61251","386,38882","413,65459","436,20851"
"202590243","İSTANBUL BİLGİ ÜNİVERSİTESİ","İletişim Fakültesi","Halkla İlişkiler ve Tanıtım","(İngilizce) (Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","13+0","11+0","11+0","6+0","Doldu","13","11","11","6","5.400","4.682","8.830","2.862","433,58545","392,49975","408,26208","437,74278"
"104810308","HACETTEPE ÜNİVERSİTESİ","Eğitim Fakültesi","Okul Öncesi Öğretmenliği","(4 Yıllık)","ANKARA","Devlet","Ücretsiz","Örgün","80+2","80+2","80+2","80+2","Doldu","82","82","82","82","5.634","5.931","6.090","5.605","432,64443","387,05233","417,35502","422,61122"
"208450748","İSTİNYE ÜNİVERSİTESİ","Güzel Sanatlar Tasarım ve Mimarlık Fakültesi","Gastronomi ve Mutfak Sanatları (Fakülte)","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","9+0","8+0","8+0","4+0","Doldu","9","8","8","4","5.788","7.108","6.530","7.988","432,04643","382,93785","415,55223","414,62687"
"107211181","MARMARA ÜNİVERSİTESİ","İlahiyat Fakültesi","İlahiyat","(Arapça) (4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","35+1","35+1","40+1","40+1","Doldu","36","36","41","41","5.831","2.783","2.760","3.353","431,83836","403,90549","436,52797","434,16257"
"200690476","BAŞKENT ÜNİVERSİTESİ","Güzel Sanatlar Tasarım ve Mimarlık Fakültesi","Film Tasarımı ve Yönetimi","(Burslu) (4 Yıllık)","ANKARA","Vakıf","Burslu","Örgün","3+0","3+0","3+0","2+0","Doldu","3","3","3","2","5.973","4.426","20.700","21.546","431,35700","393,82010","385,94315","390,83834"
"203211129","İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ","Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","5+0","5+0","5+0","4+0","Doldu","5","5","5","4","6.382","1.558","3.340","3.442","429,83017","417,93668","431,95454","433,47160"
"101111394","ANKARA ÜNİVERSİTESİ","Eğitim Bilimleri Fakültesi","Özel Eğitim Öğretmenliği","(4 Yıllık)","ANKARA","Devlet","Ücretsiz","Örgün","80+2","80+2","80+2","80+2","Doldu","82","82","82","82","6.483","4.874","6.110","6.730","429,46129","391,51374","417,28213","418,53256"
"203510401","İZMİR EKONOMİ ÜNİVERSİTESİ","İletişim Fakültesi","Halkla İlişkiler ve Reklamcılık (Fakülte)","(İngilizce) (Burslu) (4 Yıllık)","İZMİR","Vakıf","Burslu","Örgün","8+0","8+0","8+0","5+0","Doldu","8","8","8","5","6.607","8.044","11.300","3.072","428,99862","380,03557","402,10380","436,26769"
"203510843","İZMİR EKONOMİ ÜNİVERSİTESİ","İletişim Fakültesi","Sinema ve Dijital Medya","(İngilizce) (Burslu) (4 Yıllık)","İZMİR","Vakıf","Burslu","Örgün","4+0","4+0","4+0","3+0","Doldu","4","4","4","3","6.899","5.912","4.670","4.808","428,07811","387,09493","423,66368","426,01854"
"107211206","MARMARA ÜNİVERSİTESİ","Atatürk Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","100+3","100+3","100+3","100+3","Doldu","103","103","103","103","6.999","4.214","5.840","6.055","427,81425","394,88591","418,31912","420,93480"
"107290436","MARMARA ÜNİVERSİTESİ","İlahiyat Fakültesi","İlahiyat (M.T.O.K.)","(Arapça) (M.T.O.K.) (4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","5+0","5+0","---","---","Doldu","5","5","---","---","7.145","3.663","---","---","427,37950","398,01180","---","---"
"203411366","İSTANBUL TİCARET ÜNİVERSİTESİ","İletişim Fakültesi","Halkla İlişkiler ve Reklamcılık (Fakülte)","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","11+0","11+0","11+0","7+0","Doldu","11","11","11","7","7.361","70.585","229.000","11.949","426,68710","317,57639","296,90744","405,25464"
"202210372","İSTANBUL 29 MAYIS ÜNİVERSİTESİ","Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","6+0","---","---","---","Doldu","6","---","---","---","7.397","---","---","---","426,59348","---","---","---"
"107510083","MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ","Güzel Sanatlar Fakültesi","Sinema ve Televizyon","(4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","60+2","60+2","60+2","60+2","Doldu","62","62","62","62","7.414","7.839","6.710","4.499","426,54400","380,58440","414,83117","427,48460"
"203111236","İSTANBUL MEDİPOL ÜNİVERSİTESİ","Eğitim Fakültesi","Özel Eğitim Öğretmenliği","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","8+0","8+0","8+0","6+0","Doldu","8","8","8","6","7.493","5.514","7.180","7.833","426,29910","388,73508","413,23044","415,08881"
"105610291","İSTANBUL ÜNİVERSİTESİ","Edebiyat Fakültesi","Tarih","(4 Yıllık)","İSTANBUL","Devlet","Ücretsiz","Örgün","90+3","90+3","90+3","90+3","Doldu","93","93","93","93","7.810","8.312","7.320","7.433","425,31332","379,22548","412,73606","416,25085"
"203410129","İSTANBUL TİCARET ÜNİVERSİTESİ","İletişim Fakültesi","Medya ve İletişim","(Burslu) (4 Yıllık)","İSTANBUL","Vakıf","Burslu","Örgün","7+0","7+0","7+0","3+0","Doldu","7","7","7","3","7.988","74.892","297.000","4.387","424,75277","315,51827","283,23072","427,97649"
